Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,Richmond Ford Lincoln,4600 W Broad St,,Richmond,VA,23230,,804-358-5521,E,,Public - Call ahead,Dealership business hours,,,,,,3,,,Non-Networked,,200-9,37.578775,-77.489409,11/9/23,40701,2024-01-31 22:07:01 UTC,P,,,8/15/11,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Wilkerson Nature Preserve Park,11408 Raven Ridge Rd,,Raleigh,NC,27614,,919-996-3030,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,35.92353,-78.599883,1/10/23,41553,2023-02-14 15:54:11 UTC,LG,,,5/25/11,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,HD,FALSE
ELEC,City of Raleigh - Walnut Creek Wetland Center,950 Peterson St,,Raleigh,NC,27610,,919-996-3030,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,35.760503,-78.625345,1/10/23,42398,2023-02-14 15:54:11 UTC,LG,,,11/14/11,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,HD,FALSE
ELEC,City of Raleigh - Optimist Park and Community Center,5910 Whittier Dr,,Raleigh,NC,27609,,919-996-3030,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,35.862603,-78.643641,1/10/23,42399,2023-02-14 15:54:11 UTC,LG,,,11/14/11,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free; requires GreenLots app,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Alexander's Storage,101 W 8th St,Located behind the building,Columbia,TN,38401,,931-381-0954,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,35.61323,-87.034614,9/14/23,42872,2024-01-31 22:07:01 UTC,P,,,12/31/11,,,,,J1772,US,,,,Public,,public,,,STORAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Taylor Automotive,1007 Hawkins Ave,Located on the right of the building,Sanford,NC,27330,,919-774-4037,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,35.49416,-79.180591,12/9/21,43363,2022-02-10 19:42:29 UTC,P,,,2/3/12,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Asheville Chamber of Commerce & Visitors Center,36 Montford Ave,,Asheville,NC,28801,,828-258-6101  828-258-6129,E,,Public,9am-5pm daily,,,,,,2,,,Non-Networked,,GPS,35.597527,-82.560582,1/9/24,44376,2024-01-31 22:07:01 UTC,T,,,2/29/12,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,City of Charleston - Gaillard Auditorium,32 Alexander St,,Charleston,SC,29401,,843-724-5212,E,,Public - Credit card at all times,Garage business hours; pay lot,,,,,,4,,,Non-Networked,,200-8,32.787311,-79.930037,9/14/22,45770,2023-02-14 15:54:11 UTC,LG,,,5/1/17,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PAY_GARAGE,,,,,,,$1 per half hour parking fee; maximum payment of $16,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,City of Charleston - Queen Street Garage,93 Queen St,,Charleston,SC,29401,,843-805-3232,E,,Public - Credit card at all times,Garage business hours; pay lot,,,,,,2,,,Non-Networked,,200-9,32.777245,-79.933619,9/14/22,45771,2023-02-14 15:54:11 UTC,LG,,,2/1/12,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PAY_GARAGE,,,,,,,"$1 per half hour parking fee, Maximum payment of $16",,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,City of Charleston - Visitor Center Garage,63 Mary St,,Charleston,SC,29403,,843-805-3232,E,,Public - Credit card at all times,Garage business hours; pay lot,,,,,,2,,,Non-Networked,,GPS,32.790806,-79.938,9/14/22,45772,2023-02-14 15:54:11 UTC,LG,,,2/1/12,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PAY_GARAGE,,,,,,,"$1 per half hour parking fee, Maximum payment of $16",,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Tri-City Electric,6225 N Brady St,,Davenport,IA,52806,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,41.5829247,-90.5713513,3/7/22,46790,2023-02-14 15:54:11 UTC,T,,,6/2/11,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Oakes Mitsubishi,7301 State Ave,,Kansas City,KS,66112,,877-481-1738,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,39.116404,-94.746998,1/10/23,46848,2023-02-14 15:54:11 UTC,P,,,8/15/18,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Orange County - Robert and Pearl Seymour Center,2551 Homestead Rd,,Chapel Hill,NC,27516,,919-245-2625,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,35.950629,-79.063354,12/13/23,47332,2024-01-31 22:07:01 UTC,LG,,,5/25/12,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,HD,FALSE
ELEC,Nantucket Airport,14 Airport Rd,3 plugs located next door near the gas station,Nantucket,MA,2554,,508-325-5300,E,,Public,8am-5pm M-F,,,,,,3,,,Non-Networked,,200-9,41.258249,-70.063098,11/9/23,47473,2024-01-31 22:07:01 UTC,T,,,9/28/21,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,HD,FALSE
ELEC,Target,12076 Los Osos Valley Rd,,San Luis Obispo,CA,93401,,805-858-9902,E,,Public,8am-11pm daily,,,,,,6,,,Non-Networked,,GPS,35.25211177,-120.6859747,5/3/23,48368,2024-01-31 22:07:01 UTC,P,,,6/30/12,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,FALSE,,,,,,,,HD,FALSE
ELEC,South Carolina Electric Co-op,808 Knox Abbott Dr,,Cayce,SC,29033,,803-796-6060,E,,Public - Credit card at all times,24 hours daily,,,,,,1,,,Non-Networked,,200-9,33.982717,-81.062436,9/14/22,48631,2023-02-14 15:54:11 UTC,LG,,,5/30/12,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,COOP,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Ocean Lakes Family Campground,6001 S Kings Hwy,Located at the intersection of Highway 544 & Bus 17,Myrtle Beach,SC,29575,,843-238-5636,E,,Public - Credit card at all times,8am-6pm daily; must obtain visitor pass from the main office; Drivers must bring their own J1772 cordset for Level 1 charging,Cash Checks D M V,,,,1,1,,,Non-Networked,,200-9,33.631596,-78.958897,9/14/22,48640,2023-02-14 15:54:11 UTC,P,,,7/21/11,,,,,J1772 NEMA1450,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAMPGROUND,,,,,,,$10 per session,,,,,,,,,,TRUE,,,,,,,,MD,FALSE
ELEC,Michaud Mitsubishi,80 Andover St,,Danvers,MA,1923,,978-774-4040,E,,Public - Call ahead,Dealership business hours; customer use only,,,,,,2,,,Non-Networked,,200-9,42.55235,-70.962101,10/12/21,48856,2023-02-15 22:45:41 UTC,P,,,7/31/12,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,MD,FALSE
ELEC,City of Bowling Green - Parking Lot 1,119 E Court St,Space #120. Between N Main and N Prospect,Bowling Green,OH,43402,,419-354-6246,E,,Public,24 hours daily; pay lot,,,,,,1,,,Non-Networked,,GPS,41.375364,-83.649802,7/12/22,49045,2023-02-14 15:54:11 UTC,LG,,,7/15/12,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,City of Bowling Green - Parking Lot 2,125 S Prospect St,Space #294.  Between E Wooster and Clough St,Bowling Green,OH,43402,,419-354-6246,E,,Public,24 hours daily; pay lot,,,,,,1,,,Non-Networked,,GPS,41.373994,-83.649364,7/12/22,49046,2023-02-14 15:54:11 UTC,LG,,,7/15/12,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,City of Bowling Green - Parking Lot 3,132 S Church St,Space #300. Between W Wooster and W Washington St,Bowling Green,OH,43402,,419-354-6246,E,,Public,24 hours daily; pay lot,,,,,,1,,,Non-Networked,,GPS,41.373695,-83.651523,7/12/22,49047,2023-02-14 15:54:11 UTC,LG,,,7/15/12,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,John T Lyle Center for Regenerative Studies,4105 University S Dr,,Walnut,CA,91768,,909-869-3061,E,,Public,24 hours daily; parking permit required,,,,,,2,,,Non-Networked,,GPS,34.049341,-117.82341,5/3/23,49133,2024-01-31 22:07:01 UTC,P,,,7/16/12,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,MD,FALSE
ELEC,McNaughton McKay Electric Co,1357 E Lincoln Ave,East side of building near customer Will Call entrance,Madison Heights,MI,48071,,248-399-7500,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,42.484615,-83.09264,1/10/22,49174,2022-02-10 19:42:29 UTC,T,,,10/31/11,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,McMinnville Electric System,300 W Main St,,McMinnville,TN,37110,,931-473-3144,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,35.682046,-85.776576,2/12/24,49211,2024-02-12 21:24:44 UTC,P,,,7/10/14,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,IBEW-NECA Electrical Training Institute,1751 S Lawndale Ave,,Indianapolis,IN,46241,,317-270-5282,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,39.741073,-86.263254,10/12/23,49520,2024-01-31 22:07:01 UTC,P,,,9/1/12,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Tom Wood Nissan,4150 E 96th St,,Indianapolis,IN,46240,,317-848-8888,E,,Public - Call ahead,Dealership business hours,,,,,,5,1,,Non-Networked,,200-8,39.926954,-86.100509,10/12/23,49668,2024-01-31 22:07:01 UTC,P,,,10/25/12,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Hilton Garden Inn - Florence,2671 Hospitality Blvd,,Florence,SC,29501,,843-432-3001,E,,Public - Credit card at all times,24 hours daily; guest use only,,,,,,2,,,Non-Networked,,GPS,34.186977,-79.83634,9/14/22,49714,2023-02-14 15:54:11 UTC,T,,,10/24/12,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOTEL,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,MD,FALSE
ELEC,City of Wilmington - Market Street Parking Deck,115 Market St,Intersection of Market and 2nd St. Located on the first floor.,Wilmington,NC,28401,,910-762-5678,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,34.235678,-77.948353,1/10/22,49883,2022-02-10 19:42:29 UTC,T,,,5/31/12,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Reasor's Foods,11116 S Memorial Dr,Located by the deli side,Bixby,OK,74008,,918-970-4900,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,36.00035,-95.889069,1/10/22,50712,2022-02-10 19:42:29 UTC,P,,,10/31/12,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Wynne Ford,1020 W Mercury Blvd,Located at W Mercury Boulevard & N Armistead Avenue,Hampton,VA,23666,,757-838-3673,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,37.044549,-76.380595,12/13/23,51900,2024-01-31 22:07:01 UTC,P,,,9/30/21,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Magic City Ford Lincoln Isuzu,809 Williamson Rd NE,,Roanoke,VA,24016,,540-345-0911,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,37.280149,-79.933227,11/9/23,51902,2024-01-31 22:07:01 UTC,P,,,4/1/13,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Klaben Ford Lincoln,1089 W Main St,"Located on Rt 59, 1 mile West of Rt 43.",Kent,OH,44240,,,E,,Public,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,41.151759,-81.380359,10/12/23,52034,2024-01-31 22:07:01 UTC,P,,,4/1/13,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,MD,FALSE
ELEC,Mountain View Solar,11500 Valley Rd,,Berkeley Springs,WV,25411,,304-258-4733,E,,Public,8am-5pm daily,,,,,,2,,,Non-Networked,,GPS,39.471928,-78.307944,1/10/23,52269,2023-02-14 15:54:11 UTC,P,,,8/1/12,,,,,J1772,US,,,,Public,,public,,,STANDALONE_STATION,,,,,,,Free,,,,,,,,,SOLAR,FALSE,,,,,,,,MD,FALSE
ELEC,Don Hinds Ford,12610 Ford Dr,Located in the customer parking area,Fishers,IN,46038,,317-849-9000,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,39.972851,-86.005158,12/13/23,52657,2024-01-31 22:07:01 UTC,P,,,1/1/13,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Saint Meinrad Archabbey,200 Hill Dr,"From State Rd 62, turn south onto 6th St. The Guest House parking lot is on the left.",St. Meinrad,IN,47577,,812-357-6611,E,,Public,School business hours; call 812-357-6611 if you wish to make a reservation,A Cash Checks D M V,,,,,2,,,Non-Networked,,200-8,38.165557,-86.813354,1/10/22,52658,2022-02-10 19:42:29 UTC,P,,,8/1/13,,,,,J1772,US,,,,Public,,public,,,SCHOOL,,,,,,,$1.50 per hour,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Solano County - County Administration Center Parking Structure,675 Texas St,,Fairfield,CA,94533,,707-784-6335,E,,Public,24 hours daily,,,,,,8,,,Non-Networked,,200-8,38.24922,-122.041825,1/9/24,52737,2024-01-31 22:07:01 UTC,LG,,,7/23/13,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Safford Ford Lincoln of Salisbury,1902 N Salisbury Blvd,Located near the service entrance,Salisbury,MD,21801,,443-210-4835,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,38.389455,-75.580663,9/14/23,53423,2024-01-31 22:07:01 UTC,P,,,1/1/13,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Martin Horn,210 Carlton Rd,,Charlottesville,VA,22902,,434-293-6171,E,,Public - Call ahead,24 hours daily,,,,,,1,,,Non-Networked,,200-9,38.022977,-78.468836,12/13/23,53699,2024-01-31 22:07:01 UTC,P,,,11/25/13,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Golf Mill Ford,9401 N Milwaukee Ave,,Niles,IL,60714,,847-470-9800,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,42.051495,-87.833913,9/10/21,53859,2022-02-10 19:42:29 UTC,P,,,1/1/13,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Marion Automotive Group,1025 N Main St,,Marion,VA,24354,,276-783-5116,E,,Public,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,36.843713,-81.503731,10/12/23,53952,2024-01-31 22:07:01 UTC,P,,,7/1/13,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Sheehy Ford Lincoln,10601 Midlothian Turnpike,,Midlothian,VA,23235,,804-794-0500,E,,Public - Call ahead,Dealership business hours; for customer use only,Wright_Exp,,,,,1,,,Non-Networked,,GPS,37.506999,-77.592621,10/12/23,53954,2024-01-31 22:07:01 UTC,P,,,9/1/13,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,MD,FALSE
ELEC,Casey Chevrolet,11700 Jefferson Ave,,Newport News,VA,23606,,757-320-1476,E,,Public - Call ahead,Dealership business hours; for Chevrolet use only,,,,,,2,,,Non-Networked,,200-9,37.075503,-76.474858,11/9/23,53955,2024-01-31 22:07:01 UTC,P,,,10/1/13,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,MD,FALSE
ELEC,Whole Foods Market,1800 Laskin Rd,,Virginia Beach,VA,23454,,757-422-0444,E,,Public,8am-9pm daily,,,,,,2,,,Non-Networked,,200-9,36.850535,-76.027886,11/9/23,53963,2024-01-31 22:07:01 UTC,P,,,8/1/13,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Sheehy Ford,11450 Washington Hwy,"one at the front side of building, one on southside of building",Ashland,VA,23005,,804-798-4791,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,37.72489,-77.469528,10/12/23,53998,2024-01-31 22:07:01 UTC,P,,,9/1/13,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Duncan Ford Lincoln,125 Jennelle Rd,,Blacksburg,VA,24060,,888-698-3530,E,,Public - Call ahead,Dealership business hours; Ford vehicle use only,,,,,,2,,,Non-Networked,,GPS,37.179806,-80.411408,12/13/23,54001,2024-01-31 22:07:01 UTC,P,,,9/1/13,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,TRUE,,,,,,,,MD,FALSE
ELEC,Hampton Chevrolet,1073 W Mercury Blvd,,Hampton,VA,23666,,757-838-5450,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,37.041065,-76.384783,12/13/23,54012,2024-01-31 22:07:01 UTC,P,,,6/1/13,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
ELEC,Ambiente Modern Furniture,210 Hampton Woods Ln,,Raleigh,NC,27607,,919-821-7210,E,,Public,Store business hours; see front desk for access,,,,,,2,,,Non-Networked,,200-9,35.793985,-78.750329,1/10/22,60264,2022-02-10 19:42:29 UTC,P,,,11/1/13,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,MD,FALSE
